gene	individual	counts	tissue	sex	path
_scaffold_1_000658.1	indv_1	792	flowers	male	rddm
_scaffold_1_000661.1	indv_1	288	flowers	male	rddm
_scaffold_1_003534.1	indv_1	144	flowers	male	rddm
_scaffold_1_000663.1	indv_1	768	flowers	male	rddm
_scaffold_1_003533.1	indv_1	312	flowers	male	rddm
_scaffold_1_000667.1	indv_1	2280	flowers	male	rddm
_scaffold_1_003523.1	indv_1	288	flowers	male	rddm
_scaffold_1_003520.1	indv_1	72	flowers	male	rddm
_scaffold_1_000681.1	indv_1	1608	flowers	male	rddm
_scaffold_1_000688.1	indv_1	264	flowers	male	rddm
_scaffold_1_000692.1	indv_1	24	flowers	male	rddm
_scaffold_1_000696.1	indv_1	0	flowers	male	rddm
_scaffold_1_003510.1	indv_1	208	flowers	male	rddm
_scaffold_1_000697.1	indv_1	96	flowers	male	rddm
_scaffold_1_000699.1	indv_1	72	flowers	male	rddm
_scaffold_1_003508.1	indv_1	816	flowers	male	rddm
_scaffold_1_003507.1	indv_1	816	flowers	male	rddm
_scaffold_1_000701.1	indv_1	840	flowers	male	rddm
_scaffold_1_003504.1	indv_1	888	flowers	male	rddm
_scaffold_1_003503.1	indv_1	1536	flowers	male	rddm
_scaffold_1_000716.1	indv_1	24	flowers	male	rddm
_scaffold_1_000718.1	indv_1	24	flowers	male	rddm
_scaffold_1_000719.1	indv_1	2664	flowers	male	rddm
_scaffold_1_003502.1	indv_1	1488	flowers	male	rddm
_scaffold_1_000720.1	indv_1	144	flowers	male	rddm
_scaffold_1_000723.1	indv_1	48	flowers	male	rddm
_scaffold_1_003497.1	indv_1	696	flowers	male	rddm
_scaffold_1_003489.1	indv_1	288	flowers	male	rddm
_scaffold_1_003485.1	indv_1	432	flowers	male	rddm
_scaffold_1_003478.1	indv_1	1320	flowers	male	rddm
_scaffold_1_000729.1	indv_1	1392	flowers	male	rddm
_scaffold_1_000730.1	indv_1	3120	flowers	male	rddm
_scaffold_1_003469.1	indv_1	648	flowers	male	rddm
_scaffold_1_000744.1	indv_1	384	flowers	male	rddm
_scaffold_1_003462.1	indv_1	216	flowers	male	rddm
_scaffold_1_003461.1	indv_1	3000	flowers	male	rddm
_scaffold_1_003460.1	indv_1	3312	flowers	male	rddm
_scaffold_1_000745.1	indv_1	2304	flowers	male	rddm
_scaffold_1_003456.1	indv_1	24	flowers	male	rddm
_scaffold_1_000748.1	indv_1	1484	flowers	male	rddm
_scaffold_1_000749.1	indv_1	1104	flowers	male	rddm
_scaffold_1_003453.1	indv_1	456	flowers	male	rddm
_scaffold_1_003452.1	indv_1	72	flowers	male	rddm
_scaffold_1_003448.1	indv_1	744	flowers	male	rddm
_scaffold_1_003445.1	indv_1	576	flowers	male	rddm
_scaffold_1_000772.1	indv_1	96	flowers	male	rddm
_scaffold_1_003444.1	indv_1	0	flowers	male	rddm
_scaffold_1_003443.1	indv_1	96	flowers	male	rddm
_scaffold_1_000781.1	indv_1	96	flowers	male	rddm
_scaffold_1_000782.1	indv_1	192	flowers	male	rddm
_scaffold_1_000784.1	indv_1	3648	flowers	male	rddm
_scaffold_1_003442.1	indv_1	1392	flowers	male	rddm
_scaffold_1_000785.1	indv_1	624	flowers	male	rddm
_scaffold_1_000790.1	indv_1	720	flowers	male	rddm
_scaffold_1_000795.1	indv_1	240	flowers	male	rddm
_scaffold_1_000796.1	indv_1	216	flowers	male	rddm
_scaffold_1_000802.1	indv_1	48	flowers	male	rddm
_scaffold_1_003425.1	indv_1	1344	flowers	male	rddm
_scaffold_1_000804.1	indv_1	1080	flowers	male	rddm
_scaffold_1_003422.1	indv_1	72	flowers	male	rddm
_scaffold_1_003421.1	indv_1	336	flowers	male	rddm
_scaffold_1_000811.1	indv_1	1440	flowers	male	rddm
_scaffold_1_000813.1	indv_1	936	flowers	male	rddm
_scaffold_1_000814.1	indv_1	2328	flowers	male	rddm
_scaffold_1_000819.1	indv_1	2232	flowers	male	rddm
_scaffold_1_000820.1	indv_1	912	flowers	male	rddm
_scaffold_1_003403.1	indv_1	480	flowers	male	rddm
_scaffold_1_000821.1	indv_1	1200	flowers	male	rddm
_scaffold_1_003400.1	indv_1	4800	flowers	male	rddm
_scaffold_1_000822.1	indv_1	528	flowers	male	rddm
_scaffold_1_003393.1	indv_1	1992	flowers	male	rddm
_scaffold_1_003392.1	indv_1	480	flowers	male	rddm
_scaffold_1_000824.1	indv_1	1704	flowers	male	rddm
_scaffold_1_003388.1	indv_1	1272	flowers	male	rddm
_scaffold_1_000826.1	indv_1	3840	flowers	male	rddm
_scaffold_1_000827.1	indv_1	1920	flowers	male	rddm
_scaffold_1_003384.1	indv_1	2136	flowers	male	rddm
_scaffold_1_003382.1	indv_1	1187	flowers	male	rddm
_scaffold_1_000836.1	indv_1	48	flowers	male	rddm
_scaffold_1_003380.1	indv_1	1608	flowers	male	rddm
_scaffold_1_003379.1	indv_1	144	flowers	male	rddm
_scaffold_1_003378.1	indv_1	72	flowers	male	rddm
_scaffold_1_003376.1	indv_1	48	flowers	male	rddm
_scaffold_1_000845.1	indv_1	0	flowers	male	rddm
_scaffold_1_000846.1	indv_1	24	flowers	male	rddm
_scaffold_1_003373.1	indv_1	216	flowers	male	rddm
_scaffold_1_003372.1	indv_1	1416	flowers	male	rddm
_scaffold_1_000847.1	indv_1	192	flowers	male	rddm
_scaffold_1_003366.1	indv_1	528	flowers	male	rddm
_scaffold_1_003365.1	indv_1	48	flowers	male	rddm
_scaffold_1_003362.1	indv_1	624	flowers	male	rddm
_scaffold_1_003359.1	indv_1	144	flowers	male	rddm
_scaffold_1_003353.1	indv_1	48	flowers	male	rddm
_scaffold_1_000856.1	indv_1	720	flowers	male	rddm
_scaffold_1_000858.1	indv_1	1392	flowers	male	rddm
_scaffold_1_003352.1	indv_1	1272	flowers	male	rddm
_scaffold_1_000859.1	indv_1	2088	flowers	male	rddm
_scaffold_1_003350.1	indv_1	3504	flowers	male	rddm
_scaffold_1_003343.1	indv_1	192	flowers	male	rddm
_scaffold_1_000862.1	indv_1	504	flowers	male	rddm
_scaffold_1_003341.1	indv_1	1296	flowers	male	rddm
_scaffold_1_003340.1	indv_1	48	flowers	male	rddm
_scaffold_1_000866.1	indv_1	24	flowers	male	rddm
_scaffold_1_000867.1	indv_1	960	flowers	male	rddm
_scaffold_1_003338.1	indv_1	2136	flowers	male	rddm
_scaffold_1_003334.1	indv_1	168	flowers	male	rddm
_scaffold_1_003332.1	indv_1	336	flowers	male	rddm
_scaffold_1_003328.1	indv_1	600	flowers	male	rddm
_scaffold_1_003327.1	indv_1	744	flowers	male	rddm
_scaffold_1_000869.1	indv_1	408	flowers	male	rddm
_scaffold_1_003317.1	indv_1	216	flowers	male	rddm
_scaffold_1_000871.1	indv_1	2184	flowers	male	rddm
_scaffold_1_000872.1	indv_1	1008	flowers	male	rddm
_scaffold_1_003310.1	indv_1	3048	flowers	male	rddm
_scaffold_1_003307.1	indv_1	24	flowers	male	rddm
_scaffold_1_003306.1	indv_1	82	flowers	male	rddm
_scaffold_1_003304.1	indv_1	399	flowers	male	rddm
_scaffold_1_000880.1	indv_1	288	flowers	male	rddm
_scaffold_1_000882.1	indv_1	886	flowers	male	rddm
_scaffold_1_003298.1	indv_1	192	flowers	male	rddm
_scaffold_1_000890.1	indv_1	1128	flowers	male	rddm
_scaffold_1_000891.1	indv_1	1584	flowers	male	rddm
_scaffold_1_000892.1	indv_1	1108	flowers	male	rddm
_scaffold_1_003294.1	indv_1	600	flowers	male	rddm
_scaffold_1_003289.1	indv_1	504	flowers	male	rddm
_scaffold_1_003288.1	indv_1	48	flowers	male	rddm
_scaffold_1_003287.1	indv_1	1008	flowers	male	rddm
_scaffold_1_003286.1	indv_1	1968	flowers	male	rddm
_scaffold_1_000898.1	indv_1	1560	flowers	male	rddm
_scaffold_1_003282.1	indv_1	96	flowers	male	rddm
_scaffold_1_003280.1	indv_1	360	flowers	male	rddm
_chr9_000892.1_5	indv_1	24	flowers	male	rddm
_scaffold_1_000909.1	indv_1	2544	flowers	male	rddm
_scaffold_1_003276.1	indv_1	720	flowers	male	rddm
_scaffold_1_000912.1	indv_1	600	flowers	male	rddm
_scaffold_1_000913.1	indv_1	216	flowers	male	rddm
_scaffold_1_003275.1	indv_1	2112	flowers	male	rddm
_scaffold_1_003264.1	indv_1	72	flowers	male	rddm
_scaffold_1_000915.1	indv_1	120	flowers	male	rddm
_scaffold_1_000916.1	indv_1	96	flowers	male	rddm
_scaffold_1_000917.1	indv_1	24	flowers	male	rddm
_scaffold_1_003263.1	indv_1	384	flowers	male	rddm
_scaffold_1_000921.1	indv_1	72	flowers	male	rddm
_scaffold_1_003262.1	indv_1	1488	flowers	male	rddm
_scaffold_1_003261.1	indv_1	1416	flowers	male	rddm
_scaffold_1_000924.1	indv_1	168	flowers	male	rddm
_scaffold_1_000925.1	indv_1	1387	flowers	male	rddm
_scaffold_1_000928.1	indv_1	1464	flowers	male	rddm
_scaffold_1_000929.1	indv_1	1787	flowers	male	rddm
_scaffold_1_003259.1	indv_1	4152	flowers	male	rddm
_scaffold_1_003258.1	indv_1	4272	flowers	male	rddm
_scaffold_1_000930.1	indv_1	2904	flowers	male	rddm
_scaffold_1_000932.1	indv_1	528	flowers	male	rddm
_scaffold_1_003250.1	indv_1	648	flowers	male	rddm
_scaffold_1_000935.1	indv_1	72	flowers	male	rddm
_scaffold_1_003242.1	indv_1	744	flowers	male	rddm
_scaffold_1_000938.1	indv_1	2304	flowers	male	rddm
_scaffold_1_000939.1	indv_1	864	flowers	male	rddm
_scaffold_1_003235.1	indv_1	384	flowers	male	rddm
_scaffold_1_003233.1	indv_1	1128	flowers	male	rddm
_scaffold_1_003232.1	indv_1	1464	flowers	male	rddm
_scaffold_1_003230.1	indv_1	192	flowers	male	rddm
_scaffold_1_000959.1	indv_1	72	flowers	male	rddm
_scaffold_1_000967.1	indv_1	144	flowers	male	rddm
_scaffold_1_003217.1	indv_1	1128	flowers	male	rddm
_scaffold_1_000972.1	indv_1	984	flowers	male	rddm
_scaffold_1_000973.1	indv_1	192	flowers	male	rddm
_scaffold_1_003215.1	indv_1	1560	flowers	male	rddm
_scaffold_1_003214.1	indv_1	480	flowers	male	rddm
_scaffold_1_000975.1	indv_1	936	flowers	male	rddm
_scaffold_1_003209.1	indv_1	144	flowers	male	rddm
_scaffold_1_003208.1	indv_1	469	flowers	male	rddm
_scaffold_1_003207.1	indv_1	48	flowers	male	rddm
_scaffold_1_000977.1	indv_1	48	flowers	male	rddm
_scaffold_1_003204.1	indv_1	840	flowers	male	rddm
_scaffold_1_000981.1	indv_1	1008	flowers	male	rddm
_scaffold_1_003203.1	indv_1	696	flowers	male	rddm
_scaffold_1_003200.1	indv_1	24	flowers	male	rddm
_scaffold_1_000983.1	indv_1	312	flowers	male	rddm
_scaffold_1_003199.1	indv_1	696	flowers	male	rddm
_scaffold_1_003197.1	indv_1	264	flowers	male	rddm
_scaffold_1_003195.1	indv_1	96	flowers	male	rddm
_scaffold_1_003193.1	indv_1	2952	flowers	male	rddm
_scaffold_1_000985.1	indv_1	1488	flowers	male	rddm
_scaffold_1_000987.1	indv_1	72	flowers	male	rddm
_scaffold_1_000995.1	indv_1	508	flowers	male	rddm
_scaffold_1_000999.1	indv_1	0	flowers	male	rddm
_scaffold_1_001009.1	indv_1	120	flowers	male	rddm
_scaffold_1_001011.1	indv_1	168	flowers	male	rddm
_scaffold_1_001013.1	indv_1	2832	flowers	male	rddm
_scaffold_1_001015.1	indv_1	3744	flowers	male	rddm
_scaffold_1_001019.1	indv_1	1272	flowers	male	rddm
_scaffold_1_001020.1	indv_1	840	flowers	male	rddm
_scaffold_1_003183.1	indv_1	912	flowers	male	rddm
_scaffold_1_001021.1	indv_1	48	flowers	male	rddm
_scaffold_1_001023.1	indv_1	3648	flowers	male	rddm
_scaffold_1_001024.1	indv_1	528	flowers	male	rddm
_scaffold_1_001025.1	indv_1	336	flowers	male	rddm
_scaffold_1_001029.1	indv_1	648	flowers	male	rddm
_scaffold_1_003163.1	indv_1	2880	flowers	male	rddm
_scaffold_1_001031.1	indv_1	48	flowers	male	rddm
_scaffold_1_003161.1	indv_1	1728	flowers	male	rddm
_scaffold_1_003158.1	indv_1	1872	flowers	male	rddm
_scaffold_1_003157.1	indv_1	1392	flowers	male	rddm
_scaffold_1_001041.1	indv_1	312	flowers	male	rddm
_scaffold_1_002419.1_1	indv_1	406	flowers	male	rddm
_scaffold_1_003153.1	indv_1	2448	flowers	male	rddm
_scaffold_1_001044.1	indv_1	1152	flowers	male	rddm
_scaffold_1_001045.1	indv_1	1992	flowers	male	rddm
_scaffold_1_001046.1	indv_1	1416	flowers	male	rddm
_scaffold_1_003152.1	indv_1	1584	flowers	male	rddm
_scaffold_1_003150.1	indv_1	2016	flowers	male	rddm
_scaffold_1_003149.1	indv_1	2304	flowers	male	rddm
_scaffold_1_003145.1	indv_1	984	flowers	male	rddm
_scaffold_1_003144.1	indv_1	1272	flowers	male	rddm
_scaffold_1_001051.1	indv_1	96	flowers	male	rddm
_scaffold_1_001052.1	indv_1	576	flowers	male	rddm
_scaffold_1_001054.1	indv_1	1632	flowers	male	rddm
_scaffold_1_003141.1	indv_1	168	flowers	male	rddm
_scaffold_1_001055.1	indv_1	1896	flowers	male	rddm
_scaffold_1_001056.1	indv_1	1464	flowers	male	rddm
_scaffold_1_001058.1	indv_1	5088	flowers	male	rddm
_scaffold_1_003134.1	indv_1	3744	flowers	male	rddm
_scaffold_1_003129.1	indv_1	1872	flowers	male	rddm
_scaffold_1_003127.1	indv_1	0	flowers	male	rddm
_scaffold_1_003122.1	indv_1	24	flowers	male	rddm
_scaffold_1_004139.1_5	indv_1	48	flowers	male	rddm
_scaffold_1_003118.1	indv_1	3312	flowers	male	rddm
_scaffold_1_001069.1	indv_1	48	flowers	male	rddm
_scaffold_1_003104.1	indv_1	1056	flowers	male	rddm
_scaffold_1_003103.1	indv_1	609	flowers	male	rddm
_scaffold_1_001074.1	indv_1	24	flowers	male	rddm
_scaffold_1_003100.1	indv_1	24	flowers	male	rddm
_scaffold_1_003098.1	indv_1	312	flowers	male	rddm
_scaffold_1_003097.1	indv_1	336	flowers	male	rddm
_scaffold_1_003096.1	indv_1	288	flowers	male	rddm
_scaffold_1_001077.1	indv_1	624	flowers	male	rddm
_scaffold_1_003095.1	indv_1	848	flowers	male	rddm
_scaffold_1_003094.1	indv_1	744	flowers	male	rddm
_scaffold_1_001079.1	indv_1	96	flowers	male	rddm
_scaffold_1_001080.1	indv_1	96	flowers	male	rddm
_scaffold_1_001081.1	indv_1	432	flowers	male	rddm
_scaffold_1_001087.1	indv_1	120	flowers	male	rddm
_scaffold_1_001088.1	indv_1	360	flowers	male	rddm
_scaffold_1_001090.1	indv_1	216	flowers	male	rddm
_scaffold_1_001091.1	indv_1	144	flowers	male	rddm
_scaffold_1_001092.1	indv_1	144	flowers	male	rddm
_scaffold_1_001093.1	indv_1	264	flowers	male	rddm
_scaffold_1_003082.1	indv_1	72	flowers	male	rddm
_scaffold_1_001101.1	indv_1	192	flowers	male	rddm
_scaffold_1_003080.1	indv_1	1776	flowers	male	rddm
_scaffold_1_001104.1	indv_1	1008	flowers	male	rddm
_scaffold_1_003071.1	indv_1	48	flowers	male	rddm
_scaffold_1_003070.1	indv_1	48	flowers	male	rddm
_scaffold_1_001114.1	indv_1	120	flowers	male	rddm
_scaffold_1_003065.1	indv_1	120	flowers	male	rddm
_scaffold_1_001116.1	indv_1	48	flowers	male	rddm
_scaffold_1_003062.1	indv_1	1824	flowers	male	rddm
_scaffold_1_001121.1	indv_1	1704	flowers	male	rddm
_scaffold_1_003057.1	indv_1	600	flowers	male	rddm
_scaffold_1_003056.1	indv_1	624	flowers	male	rddm
_scaffold_1_001124.1	indv_1	48	flowers	male	rddm
_scaffold_1_001127.1	indv_1	48	flowers	male	rddm
_scaffold_1_001137.1	indv_1	168	flowers	male	rddm
_scaffold_1_001139.1	indv_1	1824	flowers	male	rddm
_scaffold_1_003037.1	indv_1	912	flowers	male	rddm
_scaffold_1_003033.1	indv_1	2304	flowers	male	rddm
_scaffold_1_001146.1	indv_1	72	flowers	male	rddm
_scaffold_1_003030.1	indv_1	456	flowers	male	rddm
_scaffold_1_003029.1	indv_1	168	flowers	male	rddm
_scaffold_1_003024.1	indv_1	312	flowers	male	rddm
_scaffold_1_003019.1	indv_1	312	flowers	male	rddm
_scaffold_1_003016.1	indv_1	456	flowers	male	rddm
_scaffold_1_001157.1	indv_1	480	flowers	male	rddm
_scaffold_1_003011.1	indv_1	336	flowers	male	rddm
_scaffold_1_003009.1	indv_1	72	flowers	male	rddm
_scaffold_1_003007.1	indv_1	604	flowers	male	rddm
_scaffold_1_003006.1	indv_1	312	flowers	male	rddm
_scaffold_1_003003.1	indv_1	1488	flowers	male	rddm
_scaffold_1_003002.1	indv_1	3240	flowers	male	rddm
_scaffold_1_001160.1	indv_1	288	flowers	male	rddm
_scaffold_1_003001.1	indv_1	432	flowers	male	rddm
_scaffold_1_003000.1	indv_1	384	flowers	male	rddm
_scaffold_1_001163.1	indv_1	1008	flowers	male	rddm
_scaffold_1_002990.1	indv_1	792	flowers	male	rddm
_scaffold_1_002989.1	indv_1	1824	flowers	male	rddm
_scaffold_1_001167.1	indv_1	336	flowers	male	rddm
_scaffold_1_002988.1	indv_1	360	flowers	male	rddm
_scaffold_1_001176.1	indv_1	816	flowers	male	rddm
_scaffold_1_002985.1	indv_1	768	flowers	male	rddm
_scaffold_1_002983.1	indv_1	768	flowers	male	rddm
_scaffold_1_001179.1	indv_1	96	flowers	male	rddm
_scaffold_1_001180.1	indv_1	2112	flowers	male	rddm
_scaffold_1_001181.1	indv_1	2112	flowers	male	rddm
_scaffold_1_001182.1	indv_1	216	flowers	male	rddm
_scaffold_1_001184.1	indv_1	864	flowers	male	rddm
_scaffold_1_002972.1	indv_1	192	flowers	male	rddm
_scaffold_1_001193.1	indv_1	912	flowers	male	rddm
_scaffold_1_002971.1	indv_1	76	flowers	male	rddm
_scaffold_1_002970.1	indv_1	240	flowers	male	rddm
_scaffold_1_001201.1	indv_1	666	flowers	male	rddm
_scaffold_1_001202.1	indv_1	2016	flowers	male	rddm
_scaffold_1_001203.1	indv_1	3480	flowers	male	rddm
_scaffold_1_001206.1	indv_1	120	flowers	male	rddm
_scaffold_1_001208.1	indv_1	144	flowers	male	rddm
_scaffold_1_001210.1	indv_1	1128	flowers	male	rddm
_scaffold_1_002962.1	indv_1	96	flowers	male	rddm
_scaffold_1_001215.1	indv_1	912	flowers	male	rddm
_scaffold_1_001216.1	indv_1	2112	flowers	male	rddm
_scaffold_1_001217.1	indv_1	528	flowers	male	rddm
_scaffold_1_002958.1	indv_1	888	flowers	male	rddm
_scaffold_1_002957.1	indv_1	144	flowers	male	rddm
_scaffold_1_001219.1	indv_1	1080	flowers	male	rddm
_scaffold_1_001220.1	indv_1	2112	flowers	male	rddm
_scaffold_1_002955.1	indv_1	888	flowers	male	rddm
_scaffold_1_002953.1	indv_1	861	flowers	male	rddm
_scaffold_1_002952.1	indv_1	6192	flowers	male	rddm
_scaffold_1_001224.1	indv_1	2112	flowers	male	rddm
_scaffold_1_001225.1	indv_1	1296	flowers	male	rddm
_scaffold_1_002947.1	indv_1	460	flowers	male	rddm
_scaffold_1_001226.1	indv_1	456	flowers	male	rddm
_scaffold_1_001229.1	indv_1	168	flowers	male	rddm
_scaffold_1_001230.1	indv_1	144	flowers	male	rddm
_scaffold_1_002945.1	indv_1	0	flowers	male	rddm
_scaffold_1_002943.1	indv_1	48	flowers	male	rddm
_scaffold_1_002942.1	indv_1	2016	flowers	male	rddm
_scaffold_1_002941.1	indv_1	2352	flowers	male	rddm
_scaffold_1_002940.1	indv_1	3696	flowers	male	rddm
_scaffold_1_002934.1	indv_1	888	flowers	male	rddm
_scaffold_1_002933.1	indv_1	1344	flowers	male	rddm
_scaffold_1_001234.1	indv_1	384	flowers	male	rddm
_scaffold_1_002932.1	indv_1	1296	flowers	male	rddm
_scaffold_1_001242.1	indv_1	648	flowers	male	rddm
_scaffold_1_002929.1	indv_1	2880	flowers	male	rddm
_scaffold_1_002928.1	indv_1	528	flowers	male	rddm
_scaffold_1_001244.1	indv_1	504	flowers	male	rddm
_scaffold_1_001245.1	indv_1	504	flowers	male	rddm
_scaffold_1_002925.1	indv_1	24	flowers	male	rddm
_scaffold_1_002920.1	indv_1	456	flowers	male	rddm
_scaffold_1_002919.1	indv_1	96	flowers	male	rddm
_scaffold_1_001250.1	indv_1	1014	flowers	male	rddm
_scaffold_1_002917.1	indv_1	3024	flowers	male	rddm
_scaffold_1_001258.1	indv_1	576	flowers	male	rddm
_scaffold_1_001263.1	indv_1	0	flowers	male	rddm
_scaffold_1_002907.1	indv_1	1680	flowers	male	rddm
_scaffold_1_001266.1	indv_1	2160	flowers	male	rddm
_scaffold_1_002903.1	indv_1	240	flowers	male	rddm
_scaffold_1_002902.1	indv_1	312	flowers	male	rddm
_scaffold_1_001272.1	indv_1	192	flowers	male	rddm
_scaffold_1_001283.1	indv_1	48	flowers	male	rddm
_scaffold_1_002885.1	indv_1	288	flowers	male	rddm
_scaffold_1_002883.1	indv_1	1800	flowers	male	rddm
_scaffold_1_002878.1	indv_1	1650	flowers	male	rddm
_scaffold_1_001285.1	indv_1	1008	flowers	male	rddm
_scaffold_1_002875.1	indv_1	1224	flowers	male	rddm
_scaffold_1_002874.1	indv_1	1608	flowers	male	rddm
_scaffold_1_002873.1	indv_1	2640	flowers	male	rddm
_scaffold_1_002872.1	indv_1	1920	flowers	male	rddm
_scaffold_1_002871.1	indv_1	2904	flowers	male	rddm
_scaffold_1_002868.1	indv_1	48	flowers	male	rddm
_scaffold_1_001292.1	indv_1	3672	flowers	male	rddm
_scaffold_1_002849.1	indv_1	1128	flowers	male	rddm
_scaffold_1_001297.1	indv_1	144	flowers	male	rddm
_scaffold_1_001300.1	indv_1	264	flowers	male	rddm
_scaffold_1_001301.1	indv_1	264	flowers	male	rddm
_scaffold_1_001303.1	indv_1	168	flowers	male	rddm
_scaffold_1_001305.1	indv_1	216	flowers	male	rddm
_scaffold_1_001307.1	indv_1	144	flowers	male	rddm
_scaffold_1_002836.1	indv_1	792	flowers	male	rddm
_scaffold_1_002833.1	indv_1	1752	flowers	male	rddm
_scaffold_1_001344.1	indv_1	120	flowers	male	rddm
_scaffold_1_001346.1	indv_1	936	flowers	male	rddm
_scaffold_1_002826.1	indv_1	336	flowers	male	rddm
_scaffold_1_001351.1	indv_1	1008	flowers	male	rddm
_scaffold_1_001357.1	indv_1	2904	flowers	male	rddm
_scaffold_1_002819.1	indv_1	840	flowers	male	rddm
_scaffold_1_001363.1	indv_1	336	flowers	male	rddm
_scaffold_1_001364.1	indv_1	2568	flowers	male	rddm
_scaffold_1_002815.1	indv_1	0	flowers	male	rddm
_scaffold_1_002814.1	indv_1	48	flowers	male	rddm
_scaffold_1_002813.1	indv_1	1104	flowers	male	rddm
_scaffold_1_001370.1	indv_1	1392	flowers	male	rddm
_scaffold_1_002810.1	indv_1	1107	flowers	male	rddm
_scaffold_1_002807.1	indv_1	24	flowers	male	rddm
_scaffold_1_002804.1	indv_1	72	flowers	male	rddm
_scaffold_1_001374.1	indv_1	6979	flowers	male	rddm
_scaffold_1_001375.1	indv_1	4320	flowers	male	rddm
_scaffold_1_002801.1	indv_1	1368	flowers	male	rddm
_scaffold_1_001378.1	indv_1	96	flowers	male	rddm
_scaffold_1_002795.1	indv_1	24	flowers	male	rddm
_scaffold_1_002793.1	indv_1	432	flowers	male	rddm
_scaffold_1_002792.1	indv_1	552	flowers	male	rddm
_scaffold_1_002791.1	indv_1	264	flowers	male	rddm
_scaffold_1_002790.1	indv_1	984	flowers	male	rddm
_scaffold_1_002789.1	indv_1	1152	flowers	male	rddm
_scaffold_1_002788.1	indv_1	312	flowers	male	rddm
_scaffold_1_002787.1	indv_1	216	flowers	male	rddm
_scaffold_1_001381.1	indv_1	384	flowers	male	rddm
_scaffold_1_001383.1	indv_1	2256	flowers	male	rddm
_scaffold_1_001384.1	indv_1	672	flowers	male	rddm
_scaffold_1_002783.1	indv_1	1872	flowers	male	rddm
_scaffold_1_001385.1	indv_1	288	flowers	male	rddm
_scaffold_1_001386.1	indv_1	96	flowers	male	rddm
_scaffold_1_001387.1	indv_1	240	flowers	male	rddm
_scaffold_1_001390.1	indv_1	48	flowers	male	rddm
_scaffold_1_001391.1	indv_1	1968	flowers	male	rddm
_scaffold_1_001392.1	indv_1	624	flowers	male	rddm
_scaffold_1_001393.1	indv_1	312	flowers	male	rddm
_scaffold_1_001394.1	indv_1	432	flowers	male	rddm
_scaffold_1_001397.1	indv_1	432	flowers	male	rddm
_scaffold_1_001398.1	indv_1	1128	flowers	male	rddm
_scaffold_1_001399.1	indv_1	408	flowers	male	rddm
_scaffold_1_002770.1	indv_1	1080	flowers	male	rddm
_scaffold_1_001403.1	indv_1	1656	flowers	male	rddm
_scaffold_1_002769.1	indv_1	984	flowers	male	rddm
_scaffold_1_002767.1	indv_1	1032	flowers	male	rddm
_scaffold_1_002766.1	indv_1	720	flowers	male	rddm
_scaffold_1_001407.1	indv_1	480	flowers	male	rddm
_scaffold_1_002765.1	indv_1	1637	flowers	male	rddm
_scaffold_1_001415.1	indv_1	360	flowers	male	rddm
_scaffold_1_001421.1	indv_1	78	flowers	male	rddm
_scaffold_1_002759.1	indv_1	384	flowers	male	rddm
_scaffold_1_002753.1	indv_1	288	flowers	male	rddm
_scaffold_1_002752.1	indv_1	4250	flowers	male	rddm
_scaffold_1_002750.1	indv_1	432	flowers	male	rddm
_scaffold_1_002748.1	indv_1	1848	flowers	male	rddm
_scaffold_1_001426.1	indv_1	744	flowers	male	rddm
_scaffold_1_001432.1	indv_1	1104	flowers	male	rddm
_scaffold_1_001433.1	indv_1	624	flowers	male	rddm
_scaffold_1_001435.1	indv_1	696	flowers	male	rddm
_scaffold_1_002745.1	indv_1	48	flowers	male	rddm
_scaffold_1_002744.1	indv_1	72	flowers	male	rddm
_scaffold_1_001444.1	indv_1	840	flowers	male	rddm
_scaffold_1_001449.1	indv_1	96	flowers	male	rddm
_scaffold_1_002736.1	indv_1	96	flowers	male	rddm
_scaffold_1_002735.1	indv_1	624	flowers	male	rddm
_scaffold_1_002734.1	indv_1	2328	flowers	male	rddm
_scaffold_1_001450.1	indv_1	1896	flowers	male	rddm
